date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:39:43	87878/87878	---M--	200	added ('OK')	image/png	etag:%2215746-5851579dff3d7%22	https://danielautry.com/images/mindbrush/mindbrush.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/mindbrush.png	(from https://danielautry.com/mindbrush.html)
15:39:44	32650/32650	---M--	200	added ('OK')	image/svg+xml	etag:%227f8a-5851579d7e52d%22	https://danielautry.com/images/mindbrush/thought.svg	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/thought.svg	(from https://danielautry.com/mindbrush.html)
15:39:45	19327/19327	---M--	200	added ('OK')	image/svg+xml	etag:%224b7f-5851579f4f343%22	https://danielautry.com/images/mindbrush/child.svg	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/child.svg	(from https://danielautry.com/mindbrush.html)
15:39:46	45799/45799	---M--	200	added ('OK')	image/svg+xml	etag:%22b2e7-5851579f04fab%22	https://danielautry.com/images/mindbrush/college-1.svg	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/college-1.svg	(from https://danielautry.com/mindbrush.html)
15:39:46	3358023/3358023	---M--	200	added ('OK')	application/pdf	etag:%22333d47-58513d34ff4df%22	https://danielautry.com/pdf/MindBrush%20E-Cup-final.pdf	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/pdf/MindBrush%20E-Cup-final.pdf	(from https://danielautry.com/mindbrush.html)
15:39:46	46544/46544	---M--	200	added ('OK')	image/svg+xml	etag:%22b5d0-5851579e264e3%22	https://danielautry.com/images/mindbrush/dream.svg	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/dream.svg	(from https://danielautry.com/mindbrush.html)
15:39:47	37302/37302	---M--	200	added ('OK')	image/png	etag:%2291b6-585157a055eb8%22	https://danielautry.com/images/mindbrush/loading.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/loading.png	(from https://danielautry.com/mindbrush.html)
15:39:47	417977/417977	---M--	200	added ('OK')	image/png	etag:%22660b9-5851579f15951%22	https://danielautry.com/images/mindbrush/invite.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/invite.png	(from https://danielautry.com/mindbrush.html)
15:39:47	17747/17747	---M--	200	added ('OK')	image/png	etag:%224553-585157a02becb%22	https://danielautry.com/images/mindbrush/meditate.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/meditate.png	(from https://danielautry.com/mindbrush.html)
15:39:47	3575/3575	---M--	200	added ('OK')	image/png	etag:%22df7-5851579e8dd45%22	https://danielautry.com/images/mindbrush/bed.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/bed.png	(from https://danielautry.com/mindbrush.html)
15:39:48	9637/9637	---M--	200	added ('OK')	image/png	etag:%2225a5-5851579fa331f%22	https://danielautry.com/images/mindbrush/nature.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/nature.png	(from https://danielautry.com/mindbrush.html)
15:39:48	35444/35444	---M--	200	added ('OK')	image/png	etag:%228a74-585157a0a6012%22	https://danielautry.com/images/mindbrush/mb-1.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/mb-1.png	(from https://danielautry.com/mindbrush.html)
15:39:49	56046/56046	---M--	200	added ('OK')	image/png	etag:%22daee-5851579e4782e%22	https://danielautry.com/images/mindbrush/mindbrush-04.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/mindbrush-04.png	(from https://danielautry.com/mindbrush.html)
15:39:49	28589/28589	---M--	200	added ('OK')	image/png	etag:%226fad-5851579fe0b93%22	https://danielautry.com/images/mindbrush/logo_onwhite.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/logo_onwhite.png	(from https://danielautry.com/mindbrush.html)
15:39:49	30632/30632	---M--	200	added ('OK')	image/png	etag:%2277a8-585f4cdc19c35%22	https://danielautry.com/images/mindbrush/event%20check%20in_2.0.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/event%20check%20in_2.0.png	(from https://danielautry.com/mindbrush.html)
15:39:49	20241/20241	---M--	200	added ('OK')	image/png	etag:%224f11-585f4cdba1a2e%22	https://danielautry.com/images/mindbrush/home_2.0.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/home_2.0.png	(from https://danielautry.com/mindbrush.html)
15:39:50	40829/40829	---M--	200	added ('OK')	image/png	etag:%229f7d-585f4cdbf3ac9%22	https://danielautry.com/images/mindbrush/feed_2.0.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/feed_2.0.png	(from https://danielautry.com/mindbrush.html)
15:39:50	35833/35833	---M--	200	added ('OK')	image/png	etag:%228bf9-585f4cdbc5c5a%22	https://danielautry.com/images/mindbrush/friends_2.0.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/friends_2.0.png	(from https://danielautry.com/mindbrush.html)
15:39:51	199341/199341	---M--	200	added ('OK')	image/png	etag:%2230aad-585157a081de7%22	https://danielautry.com/images/mindbrush/mb-3.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/mb-3.png	(from https://danielautry.com/mindbrush.html)
15:39:51	320428/320428	---M--	200	added ('OK')	image/png	etag:%224e3ac-585157a00ea01%22	https://danielautry.com/images/mindbrush/mb-2.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/mb-2.png	(from https://danielautry.com/mindbrush.html)
15:39:52	25746/25746	---M--	200	added ('OK')	image/png	etag:%226492-5851579ebbbb4%22	https://danielautry.com/images/mindbrush/after-reschedule.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/after-reschedule.png	(from https://danielautry.com/mindbrush.html)
15:39:52	30487/30487	---M--	200	added ('OK')	image/png	etag:%227717-5851579f9779b%22	https://danielautry.com/images/mindbrush/change-x.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/change-x.png	(from https://danielautry.com/mindbrush.html)
15:39:52	36102/36102	---M--	200	added ('OK')	image/png	etag:%228d06-5851579f5dda8%22	https://danielautry.com/images/mindbrush/compare-trends.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/mindbrush/compare-trends.png	(from https://danielautry.com/mindbrush.html)
15:39:53	152396/152396	---M--	200	added ('OK')	image/png	etag:%222534c-585157a9ca088%22	https://danielautry.com/images/propel/micro-7.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/propel/micro-7.png	(from https://danielautry.com/propel.html)
15:39:55	2541546/2541546	---M--	200	added ('OK')	image/png	etag:%2226c7ea-585165cb3e37b%22	https://danielautry.com/images/propel/behance-case-study.png	C:/Users/user/Downloads/Dan's%20Portfolio/danielautry.com/images/propel/behance-case-study.png	(from https://danielautry.com/propel.html)
